Eye1_X,Eye1_Y,Eye2_X,Eye2_Y
848.786117966252,563.803965525679,973.823471481877,562.704091665002
845.6850810159,562.236851699402,976.145102988557,565.573338515809
845.070392042904,560.932995736936,978.105121046811,565.360892872353
844.708181134052,558.853997383639,978.345998516865,565.303541654472
844.051311730733,557.45443487127,977.642376183858,561.962796687676
844.127747184129,556.533854568065,976.556702262254,561.828166091503
843.808620279728,556.443804307579,976.611293619572,561.342384222944
844.135656564588,555.651025274829,976.756628244275,559.627404669361
843.209864365254,555.538143626315,975.82857774416,559.493221751315
843.301435009083,555.414945930535,975.629682079396,559.142932584181
843.483922126116,556.16144124814,976.597630622209,558.617862146577
843.052256547941,554.628384248106,977.456309282316,559.876024222065
842.870068953186,554.355029692749,977.409741804749,559.66724486202
842.519409598849,554.91619900991,976.281311454318,559.33524604767
842.402246189713,554.774918683767,976.971399021745,559.462296613455
842.25654972589,554.384025500854,976.168353925109,559.503206815958
842.033040286577,554.6453789085,976.637532474077,559.008192222302
842.22327346018,554.925500991682,976.421637717992,559.382064305485
840.827797459955,555.246912987626,975.368446874018,559.189885806637
840.878055169244,553.261110672725,974.944644524713,559.531476069861
841.225935283749,553.580453437864,975.842695537655,559.37299494177
840.341485147486,554.919693711605,975.70861161233,559.054418646501
841.00777737714,554.808529644656,974.890223666202,559.138973980593
841.661214128926,554.814466645847,974.82765700002,559.198255708347
840.649685489214,553.550148399059,975.439236270464,559.009722780569
840.548350465237,553.856289633075,975.386241090237,558.874152588804
839.922320720443,554.884818631337,975.359515544661,558.92713633967
841.890793877736,554.03490262422,976.212815362111,558.193736445834
841.8946935855,554.020717761427,976.241983624562,558.139024239291
839.987286294174,554.397245224762,975.09037467308,558.506579534658
840.30567143265,554.48024986786,976.787971237337,558.595748728537
841.883048250823,554.687575787007,976.176261141448,558.903843690653
841.847734059828,554.490815219573,976.086320485609,558.775198357593
842.678753786303,555.537585532014,977.098614626147,560.08490812316
842.005969792698,554.560783247215,977.250476628635,559.116162478986
843.278756217457,553.854396234815,976.403817252613,558.258021723096
842.638937128511,554.554945715882,976.694051874605,558.37328474583
842.528913336856,554.425444177696,976.673017340763,558.396065922488
842.981069710832,553.866855718679,976.452200081925,558.522780197846
841.90801040018,553.932976985536,977.037465966586,558.476657812359
841.956971596929,553.68984060238,975.796510171148,558.671814886234
841.552602314257,554.897983248567,976.898366474413,558.127902682161
841.70876552621,554.821326268775,976.426905174647,559.759395930234
843.159740659938,554.95764937225,977.048595640407,558.25745405975
843.705485809105,554.735684387059,976.103435027855,558.823269836278
843.76516017723,554.037328464507,976.88088283348,558.930862806955
843.626888279038,554.017189028473,977.20025253685,559.180010480296
843.992976502172,554.518246541813,978.270564392797,559.354529907698
843.179900814614,554.526794227972,978.981780697427,559.709085894639
845.136093927575,554.064260372289,979.5513771307,559.354034949112
846.725056239303,553.120313371775,979.818073817428,558.762098039744
846.867890383287,553.257060385733,979.842255617662,558.955790854483
846.415104649318,552.886070742774,980.949284336818,557.256065859962
846.43675559944,552.975415191293,979.926745833815,557.461071929575
845.346068286971,552.655150667877,979.801756763534,557.273558871002
845.348822773537,551.151982109441,979.735236347755,557.145451347722
846.891733504061,551.222906971457,980.441965437655,557.074408436301
847.068469474865,552.296500808764,979.925036857677,558.340690261889
846.262336531528,554.288823312686,979.389228621372,558.874150461123
846.299467184499,558.146177992791,978.735014059499,560.473489190708
849.534840904367,560.146152074266,974.498402916086,563.788689509161
847.981348681284,560.6597052732,978.701075243784,562.521765820075
848.63708450782,559.132690127609,978.453856968757,561.410155947921
848.371814082873,559.310315020092,979.70274670006,563.099153724519
847.944387180939,559.473626284689,980.869558079377,562.681084780782
845.896242697939,558.619366062949,978.053591330751,561.535869969199
845.255512652557,559.526075004048,977.483417925994,561.609164196757
847.001379563091,559.280704864977,976.67783219981,562.517968862373
843.805817530657,558.336080502209,977.105194972063,562.250387142834
845.839917500034,556.131559583356,977.559155781284,560.373706393252
845.501527084474,553.015198557618,976.944764389161,560.034404286785
844.813562224496,552.133927550705,978.088220427621,558.193701313726
845.317619489952,550.457555245905,977.279350446983,556.682774972468
845.185547394774,550.873108256672,978.828552765868,555.57806431136
843.64274597755,549.372853600919,978.792099004894,554.951975508471
844.306381918977,550.110219781922,978.774277426789,554.839935764995
844.162925678978,549.396153740412,978.909019428978,554.475926689631
844.004876968473,549.1022299907,978.857110855191,553.96990577195
844.26203557759,549.065010209279,978.965954034622,554.199775834279
844.47062549037,550.78597933082,977.437056154433,557.144764324309
844.845128141913,556.408267394088,975.496983610663,562.397993142786
848.02510065299,560.304575565535,977.934036199865,562.787587447045
844.801227737727,560.66910055562,977.30330293304,561.350883595985
845.284328194561,560.156654180489,977.852077217999,562.711789271635
844.701256254999,560.640009866614,971.463707426874,561.617894795
843.114676939235,559.00678983449,973.538505064235,562.524774860532
842.491291319682,557.880363646715,976.46870831187,562.642163776923
843.553895953188,557.051718395875,974.546266558657,560.94346237374
842.2684842969,555.2779478646,974.731435957056,560.974196236996
841.822964269568,555.146095645858,976.655727941443,560.77951849742
842.912145065486,553.932905466834,976.052281784236,560.518537791053
841.599752592711,554.140130471963,976.290121245054,558.952996682901
842.643342680888,553.580058857571,976.100312895732,558.909608011217
841.847096805477,553.950859947141,976.346242313289,558.640129966672
841.739957637066,553.824848060128,976.360807246441,558.482135657784
841.696159573238,553.630406837888,976.199821682613,558.740168393878
842.323119625665,553.773070961381,976.493102535821,558.813557615027
843.09202543624,553.287383819472,976.192550338583,559.851572458795
841.85040442917,553.955954026999,976.304811167452,558.637167405905
841.894633196952,553.90568726802,976.307658099296,558.700426037551
841.476084661219,553.643073367896,976.108408879969,558.916409142636
841.643167134171,553.801255302989,976.139871235733,559.196905530854
841.648689378645,553.882939728992,975.954963792707,558.680913361805
841.365131397493,553.690605176454,976.33864213968,558.479911817079
842.205290014556,553.893838362569,975.7784711669,558.384784814391
841.708523035285,553.814450740971,976.682033777472,558.75799322144
841.597182632555,553.607777516755,976.141799331774,558.529957692537
841.631000834696,553.469475003078,976.821125346414,558.328056546047
841.447012609788,554.307733341421,976.212149328538,557.815423771109
841.532099925263,554.173947150696,976.286494456513,557.542233283509
842.039005260815,554.29455819471,976.277591686596,558.078554776741
842.891342608799,553.921437878522,976.586533038487,559.20549549571
842.860230568238,553.892741602784,975.922486427613,559.03147451294
842.96296626807,553.925933403974,976.546279256351,558.853627088869
842.840007805791,553.68518830933,975.923809075323,558.879951492923
841.548278019434,554.07438098431,975.97802655459,559.023904910091
842.97230075998,553.887987290507,977.244334451386,558.577216619934
841.503935669902,552.805256429674,975.345732544902,558.667072835924
841.362322020064,552.741466633167,975.377336668501,558.575328937855
888.192579918361,559.085356827084,1018.70155208633,562.889210179949
889.519440848302,558.860230259545,1018.43466301627,564.123596958764
887.930676829859,558.802987027198,1018.24537409548,562.761727261573
887.824515597515,558.861566713447,1018.1851723358,562.72838800251
888.052968584433,558.707126354465,1017.4920554985,563.045362845351
888.463419064787,558.805243243712,1018.28409777572,563.530829181212
888.383130092518,558.731229794751,1017.36158468236,563.488126767407
888.557398410827,558.713924786905,1017.35927829364,563.29912986503
887.814421308467,558.389505156165,1017.27072013659,563.288939563717
888.369193371791,558.943069018694,1017.40856104757,562.822138029111
888.281099284601,559.027161892859,1017.33456608148,563.15832644364
887.946121655549,558.137583707866,1017.82484480008,564.043630257345
887.918559898085,558.306648167734,1017.79868685121,564.193041396901
887.748075239459,558.346820667452,1017.86361479024,563.994139189587
887.475777096892,558.494817381001,1017.60901684299,564.038864418761
886.938578642773,558.79621063164,1016.16453079121,562.933783873828
886.985801723574,558.617548642539,1017.29378512201,562.958348609987
886.90324462682,559.17280110538,1016.75822509557,562.611908364495
886.856680200364,558.744968603628,1017.31877736833,563.985508154409
886.170999276928,558.568609706754,1015.88431714802,564.123785488004
888.211478850731,559.024429097102,1015.80413021792,564.208592508561
886.9585717207,559.07117672005,1017.15199213086,564.312041791665
887.054644611424,559.04190255996,1015.84077742392,564.279776908918
886.949112706423,558.969940697511,1015.84291153455,564.294484968345
886.810179598072,558.819497987256,1017.21008194182,564.157408957309
886.455366636863,559.243254678482,1016.68241741811,563.007923461034
887.283653303124,558.501846342707,1015.8161850414,564.143529285416
886.784718601524,558.367750226537,1017.16960629684,564.172681867162
886.859360740036,558.522166600128,1017.23558144316,564.279673924347
886.925419400194,558.570762998567,1016.13324410722,563.977074033723
887.040724384916,558.502247246194,1017.28840504898,564.317676933694
886.991942099118,558.558674290037,1017.53832881787,564.098957493162
887.171002717069,558.224149923359,1017.42161306863,564.228585144713
887.036512819844,558.352894125989,1017.40998694094,564.162891684583
887.060315984592,558.357390018374,1017.38111676584,564.243742557436
886.955932510309,558.341084726925,1017.34881581109,564.175923594112
886.969033890471,558.496527150939,1015.81809394906,564.316717580626
886.800783407992,558.958172011578,1015.95276094705,563.977092910015
887.89564193073,558.937060440799,1015.79963362995,563.952685440799
887.796296013948,559.251424718934,1015.50192345535,564.139242101746
886.211460097064,559.188926685803,1015.25809095644,563.846092213147
886.103436801401,559.193428896247,1015.23557791468,564.001717470465
885.969533442859,559.07571760774,1015.15440893114,563.945895830396
885.957562986782,559.204720539365,1015.08469921725,563.775317870094
886.702323717103,559.1405587476,1016.2511518421,563.905349600465
885.944094233857,559.238974606425,1014.8659081987,563.944866533509
887.237633293213,559.234309239746,1014.86190087134,564.06715429183
886.093247080222,559.320119635513,1014.84428467788,564.410166836034
885.714892597064,559.267651379814,1015.53087160097,564.356966158459
885.671286565836,559.294733036078,1015.39662836271,564.339614220974
886.755750847331,559.793750890408,1014.38441295671,564.066639074002
885.302939327501,559.764825762605,1014.23384753063,563.716160398022
885.405363735907,559.692117490605,1014.22628658747,563.88679929399
885.056993824452,559.702485629062,1014.04759441039,563.829235303541
884.776797479968,559.582725012687,1013.72076720653,563.963787838208
884.67006095511,559.67896641799,1013.47780021292,563.865327095073
885.902232684453,560.028693859948,1014.74183229383,563.559313163333
885.57085839338,559.993263505743,1014.52111474104,563.592974606004
884.053757846213,560.037750999038,1014.42112845168,564.932465354507
885.259907846495,559.905083421101,1014.21272767071,564.83045777006
885.285170922948,559.829131689518,1014.20771730967,564.92583172207
883.982134311032,560.088614443032,1014.29530569775,565.550772646157
885.298880313618,559.865553998141,1014.23900482534,565.596775515068
885.329732356842,560.102105099873,1014.12495940762,565.406873980082
886.075141516513,560.154362736269,1014.17645987589,565.385645288352
884.736000125494,560.385198000329,1014.31992346534,565.539433840173
886.094878303015,560.09372909003,1014.2705374827,565.444152267114
885.324963103471,560.269213683564,1014.23878146285,565.487984028616
884.534220080688,560.572780835042,1014.61863170178,564.615790275146
884.738041761305,560.326764982797,1014.75061500349,564.790998381235
885.828231213915,560.940907397818,1014.65714967095,564.595061857454
885.991224277621,560.999296816591,1013.48322867215,565.112028750185
884.908186585165,560.594715535943,1013.69944635079,565.269296427871
885.250745380934,560.783049003956,1014.02430495125,564.054980970102
885.290914624522,560.878798226244,1014.11037263233,564.038852750983
886.194579139174,560.751952499033,1014.95526029152,565.305643091481
885.966489278653,561.277586276915,1013.50933595834,565.221596693581
885.592891572618,560.915992656485,1013.22491061559,565.14837384138
884.499355954717,559.910906899499,1013.266262693,565.482684243249
885.022828941578,561.022116267042,1014.72308528923,565.042827530063
886.35770933602,561.065682363336,1014.83439390633,565.041837962294
886.450656080706,561.103253142346,1014.78738703774,564.876405811617
886.182348711706,560.206404674992,1014.83573005936,565.024764049992
886.224300340086,560.229306509276,1014.89690776196,565.00268297412
886.182657172708,560.098578089097,1014.93235199693,564.941351526597
886.344667482332,560.182923666607,1014.91137890811,565.043702475201
885.084847145411,559.936630681576,1014.21698825869,566.390427068295
886.313239137385,560.159143474403,1014.19434265301,566.308048910601
886.316009627521,560.133992583712,1014.98464976424,564.952962310275
886.377590332066,560.221880696637,1014.993190918,565.018816731794
884.417617724054,560.543467154578,1013.95149223577,565.178965201453
884.968002828149,560.512929619808,1014.22551015237,565.886912367204
885.400998724149,560.256020633808,1013.98864520852,565.87918957912
884.895169250742,560.423948283047,1014.15438555934,565.784442260912
886.342539876866,561.327481011661,1015.14625081437,565.578579644473
887.104557449499,560.80112993378,1014.33905451981,565.427777882999
885.201569952261,560.767599369216,1015.33981458117,565.774252201247
885.45406081778,560.825656430604,1015.34840896231,565.764987485291
885.362643209376,560.911602634376,1014.36600014297,565.97501816172
885.97233422484,560.815377764477,1014.96452172484,566.287118487133
885.961493680782,560.744511412188,1013.75922317297,565.190678404375
886.009658813952,560.749766032218,1013.77095031786,565.158213297843
886.127496198167,560.995051990184,1015.0648130927,565.117142647736
885.995451355137,560.860737101341,1015.04012908951,564.966043090925
885.889739882481,560.9969278253,1015.02438343717,564.868225025821
886.17153098245,561.097345524758,1013.89784934183,565.594904118508
886.160453253532,561.123427982824,1013.92815344884,565.515395756261
886.078905395157,561.087149495209,1013.98082189906,565.40972029599
887.086625445064,561.265249482908,1014.141679156,566.918081514158
887.019828962682,561.09608470559,1015.55925767362,566.84901439309
886.033874769384,561.684855315006,1014.78625514048,566.255045744693
887.21646201103,562.059224999541,1014.46005331962,566.883443749541
887.291220849102,560.673415624662,1014.52529067332,566.789850357735
886.294229326536,560.301174043211,1014.78330403357,566.579616426024
886.072383915396,561.722979250889,1014.56463245055,566.885454836826
886.697226229237,560.795994243971,1015.5874850183,565.49462298746
887.346116696112,560.710765622929,1014.39024511408,566.610952797408
886.538478961288,561.045326306223,1014.11544429332,565.331276013254
885.330537441112,560.808859270637,1015.33694613252,565.079896054492
886.73427154405,560.879610391346,1013.90114166124,565.242810261138
886.946880323618,560.875556934495,1013.09800337049,566.404426563402
886.280063924113,560.620608208523,1013.38168745927,566.029808241075
885.115490115193,560.585579022108,1013.08808533004,566.462776287733
885.471726517327,560.52283802327,1014.42784223998,566.487864878739
886.35440746931,561.239404784227,1013.5642463365,566.684961424852
886.077630101357,561.026647606634,1013.44353586308,566.778254865749
886.059937017542,561.19830355206,1013.38787891207,567.14235465883
886.241821146807,561.447855536673,1013.32275376399,566.902384345267
885.326563901182,561.708574339069,1013.92525774884,567.269304319538
885.576756951443,560.808047928566,1014.11642980301,566.787540116066
885.224464296016,562.074366171303,1014.85446917883,567.055140097084
884.341952715387,562.183799368852,1014.52756062554,566.483543021195
885.385370105589,561.712968091226,1014.00286278137,567.359208325601
885.567718520538,561.708760589213,1014.08059693851,567.427998870463
884.337504621773,561.361518380661,1014.14426731709,567.374417143682
885.35544421243,561.68211254787,1015.37161852884,565.871687743182
885.642329952699,561.655026609091,1015.41924645661,566.040829831747
885.503651157022,561.59187095364,1014.56511355937,567.181897809109
885.437479260544,561.61515951354,1014.52140260039,567.225633146352
885.179553288982,561.489982140572,1014.42137457804,566.923881066353
885.579970148568,561.615650671962,1013.95680120326,565.973804968837
885.458379308951,561.649804142165,1013.11267618395,567.171715763259
885.579365089647,561.727023015494,1014.47279770683,567.234713445181
885.432298761409,561.656973588335,1013.10643206219,567.234976518023
885.484322015132,561.942754390296,1014.32184642919,566.7728732054
885.523163535819,561.994690404087,1014.27212593816,566.844584609817
885.683273603305,561.438344511578,1014.59361295877,567.188914173037
886.009220795156,561.405540914218,1014.51385946703,566.821312398593
885.631326697643,561.721055363533,1014.49619486171,566.206651066658
885.548033448388,561.736123861426,1014.41979858511,565.916971029394
885.576773019923,561.970778367449,1014.36644587149,566.429762742449
885.625323788847,562.06251240871,1014.36549712869,566.506665240742
885.458887044407,561.846329969709,1014.31325716159,566.739314995751
885.318346426306,561.769319167017,1014.23454515677,566.636852532902
885.397101261059,561.841882611539,1014.20398602668,566.797367637581
885.047847062928,561.495399018514,1012.96215370355,566.949378510702
884.881397787209,561.856010796942,1014.05003792393,566.287956597723
884.877569353587,560.651493175829,1013.69354835749,566.292484386766
885.030978872617,560.416526605182,1015.04092760309,565.993695387734
884.409016377267,561.22224220073,1014.90053249055,565.985669935105
885.037654773023,561.403989086963,1014.24291600349,565.61401105962
885.188190288436,561.061800524322,1014.18074399937,565.714815661041
884.247624265466,561.659752439998,1014.92511449984,565.912437986873
885.103022885733,562.162594684239,1014.10778362792,566.519284137364
884.991294406851,562.25695261889,1012.71327927013,566.485895489984
884.898933853835,562.209478037974,1012.55902906868,566.563848155161
884.18471619399,561.109757085056,1012.62300965102,568.11223918141
884.375702495601,561.227112210609,1013.36544858935,567.094625231442
884.456744502534,562.416801022523,1013.4270814166,566.990592526429
884.677531250178,561.365729655066,1014.20969677752,568.243781412879
884.856866085113,561.982519284607,1012.83153649527,567.707800046326
884.614786388145,561.087612312149,1014.79416871236,567.376532396784
885.130860280948,562.010234165163,1012.97155852314,567.589824008913
885.240636216585,562.029178213401,1014.99020897049,566.962771963401
885.367048832037,562.266529462244,1014.35960254297,566.871265790369
885.274879675053,561.943079776858,1014.49625418677,566.347681827639
885.413760759659,561.930564627533,1013.17468605263,566.284995779877
885.371348764134,561.887092209943,1014.48157825632,566.179328538068
885.065195677896,561.706651448024,1013.77448522868,567.174119709743
885.06726747514,561.639266370145,1012.92011171342,567.132796643583
885.014115577835,561.617666407359,1013.65815854659,567.119070215953
885.273083464476,561.835477680744,1014.96131588635,565.714709451578
885.027939387982,561.823822384957,1014.8254857747,565.62834712454
884.211796978768,561.517825590012,1014.71014902955,567.26253587647
884.366489086503,561.78916655246,1014.89755598103,567.411562385794
884.944957383239,562.196621979451,1013.72736705121,567.803067291951
884.882259905528,562.1223326128,1013.70257240553,567.747149507331
884.092289467149,561.578819605704,1014.86877872496,567.2496773531
